"area","date","municipality","use","stratum","consumption"
"U",2014-06-30,"LEIVA","Comercial",0,2709.951
"R",2014-06-30,"EL ROSARIO","Residencial 2",2,2761.906
"U",2014-06-30,"EL ROSARIO","Oficial",0,3531.146
"U",2014-06-30,"ROBERTO PAYAN","Oficial",0,3645.801
"U",2014-06-30,"LEIVA","Oficial",0,4015.688
"U",2014-06-30,"EL ROSARIO","Comercial",0,4210.37
"U",2014-06-30,"POLICARPA","Especial",0,4475.203
"R",2014-06-30,"EL ROSARIO","Especial",0,4895.11
"U",2014-06-30,"LEIVA","Especial",0,4987.332
"R",2014-06-30,"ROBERTO PAYAN","Residencial 1",1,5001.136
"U",2014-06-30,"CUMBITARA","Residencial 2",2,5092.531
"R",2014-06-30,"POLICARPA","Especial",0,6056.678
"U",2014-06-30,"POLICARPA","Residencial 2",2,6179.304
"U",2014-06-30,"LEIVA","Residencial 2",2,6594.334
"U",2014-06-30,"CUMBITARA","Residencial 1",1,7407.19
"U",2014-06-30,"EL ROSARIO","Especial",0,10632.472
"U",2014-06-30,"BARBACOAS","Oficial",0,13614.017
"R",2014-06-30,"CUMBITARA","Residencial 1",1,17141.748
"U",2014-06-30,"EL ROSARIO","Residencial 2",2,17727.335
"R",2014-06-30,"ROBERTO PAYAN","Residencial Sub",1,17748.284
"U",2014-06-30,"BARBACOAS","Residencial 2",2,21616.918
"U",2014-06-30,"BARBACOAS","Comercial",0,24949.716
"U",2014-06-30,"MAGUI","Residencial 1",1,26762.982
"U",2014-06-30,"ROBERTO PAYAN","Residencial 1",1,27101.604
"U",2014-06-30,"MAGUI","Residencial Sub",1,30600.67
"R",2014-06-30,"MAGUI","Residencial Sub",1,30995.41
"U",2014-06-30,"ROBERTO PAYAN","Residencial Sub",1,39680.141
"U",2014-06-30,"EL ROSARIO","Residencial 1",1,52909.901
"R",2014-06-30,"LEIVA","Residencial 1",1,66179.203
"R",2014-06-30,"BARBACOAS","Residencial 1",1,71500.317
"U",2014-06-30,"POLICARPA","Residencial 1",1,76286.156
"U",2014-06-30,"LEIVA","Residencial 1",1,131074
"R",2014-06-30,"EL ROSARIO","Residencial 1",1,133760.34
"R",2014-06-30,"POLICARPA","Residencial 1",1,136719.09
"U",2014-06-30,"BARBACOAS","Residencial 1",1,167850.56
"R",2014-07-31,"LEIVA","Comercial",0,24.643
"U",2014-07-31,"CUMBITARA","Residencial 3",3,72.401
"R",2014-07-31,"CUMBITARA","Residencial 1",1,101.362
"R",2014-07-31,"POLICARPA","Residencial 1",1,158.478
"R",2014-07-31,"POLICARPA","Oficial",0,162.382
"U",2014-07-31,"BARBACOAS","Residencial 3",3,179.832
"U",2014-07-31,"CUMBITARA","Comercial",0,182.627
"R",2014-07-31,"MAGUI","Oficial",0,186.557
"U",2014-07-31,"MAGUI","Comercial",0,196.28
"R",2014-07-31,"EL ROSARIO","Residencial 1",1,199.31
"R",2014-07-31,"BARBACOAS","Especial",0,243.24
"U",2014-07-31,"BARBACOAS","Especial",0,253.375
"U",2014-07-31,"CUMBITARA","Oficial",0,304.378
"R",2014-07-31,"CUMBITARA","Oficial",0,349.593
"U",2014-07-31,"POLICARPA","Residencial 3",3,365.359
"R",2014-07-31,"CUMBITARA","Residencial 2",2,368.507
"R",2014-07-31,"CUMBITARA","Especial",0,395.399
"U",2014-07-31,"CUMBITARA","Especial",0,426.426
"U",2014-07-31,"LEIVA","Residencial 1",1,440.058
"R",2014-07-31,"BARBACOAS","Comercial",0,459.561
"R",2014-07-31,"BARBACOAS","Residencial 2",2,475.726
"U",2014-07-31,"MAGUI","Especial",0,712.425
"U",2014-07-31,"BARBACOAS","Industrial",0,725.02
"R",2014-07-31,"CUMBITARA","Comercial",0,794.832
"R",2014-07-31,"POLICARPA","Comercial",0,806.78
"R",2014-07-31,"LEIVA","Residencial 1",1,820.268
"U",2014-07-31,"MAGUI","Oficial",0,909.245
"R",2014-07-31,"LEIVA","Residencial 2",2,1105.426
"R",2014-07-31,"LEIVA","Especial",0,1369.965
"R",2014-07-31,"POLICARPA","Residencial 2",2,1559.804
"U",2014-07-31,"POLICARPA","Comercial",0,1932.97
"U",2014-07-31,"POLICARPA","Oficial",0,2021.968
"R",2014-07-31,"BARBACOAS","Oficial",0,2176.726
"U",2014-07-31,"LEIVA","Comercial",0,2383.356
"R",2014-07-31,"EL ROSARIO","Residencial 2",2,2867.628
"U",2014-07-31,"LEIVA","Oficial",0,3481.74
"U",2014-07-31,"EL ROSARIO","Oficial",0,3575.384
"U",2014-07-31,"EL ROSARIO","Comercial",0,4177.382
"U",2014-07-31,"CUMBITARA","Residencial 2",2,4409.849
"U",2014-07-31,"ROBERTO PAYAN","Oficial",0,4518.394
"R",2014-07-31,"EL ROSARIO","Especial",0,4659.57
"R",2014-07-31,"ROBERTO PAYAN","Residencial 1",1,4808.592
"U",2014-07-31,"POLICARPA","Especial",0,4837.561
"U",2014-07-31,"LEIVA","Especial",0,5615.214
"U",2014-07-31,"CUMBITARA","Residencial 1",1,5973.085
"U",2014-07-31,"LEIVA","Residencial 2",2,6019.997
"R",2014-07-31,"POLICARPA","Especial",0,6048.768
"U",2014-07-31,"POLICARPA","Residencial 2",2,6900.925
"U",2014-07-31,"BARBACOAS","Oficial",0,9662.145
"U",2014-07-31,"EL ROSARIO","Especial",0,10464.527
"R",2014-07-31,"ROBERTO PAYAN","Residencial Sub",1,12030.811
"R",2014-07-31,"CUMBITARA","Residencial 1",1,14301.162
"U",2014-07-31,"BARBACOAS","Residencial 2",2,18640.709
"U",2014-07-31,"EL ROSARIO","Residencial 2",2,19430.737
"U",2014-07-31,"BARBACOAS","Comercial",0,21728.52
"U",2014-07-31,"MAGUI","Residencial 1",1,22028.513
"U",2014-07-31,"ROBERTO PAYAN","Residencial 1",1,28224.78
"R",2014-07-31,"MAGUI","Residencial Sub",1,31653.981
"U",2014-07-31,"MAGUI","Residencial Sub",1,32866.867
"U",2014-07-31,"ROBERTO PAYAN","Residencial Sub",1,41933.965
"U",2014-07-31,"EL ROSARIO","Residencial 1",1,56781.135
"R",2014-07-31,"BARBACOAS","Residencial 1",1,66036.271
"R",2014-07-31,"LEIVA","Residencial 1",1,72560.633
"U",2014-07-31,"POLICARPA","Residencial 1",1,79891.596
"U",2014-07-31,"LEIVA","Residencial 1",1,126206.9
"R",2014-07-31,"EL ROSARIO","Residencial 1",1,129528.35
"U",2014-07-31,"BARBACOAS","Residencial 1",1,141721.19
"R",2014-07-31,"POLICARPA","Residencial 1",1,144286.93
"R",2014-08-31,"LEIVA","Comercial",0,3.419
"U",2014-08-31,"CUMBITARA","Residencial 3",3,70.326
"R",2014-08-31,"CUMBITARA","Residencial 1",1,87.803
"R",2014-08-31,"EL ROSARIO","Residencial 1",1,96.403
"R",2014-08-31,"POLICARPA","Oficial",0,168.313
"R",2014-08-31,"MAGUI","Oficial",0,183.602
"U",2014-08-31,"MAGUI","Comercial",0,199.15
"U",2014-08-31,"BARBACOAS","Residencial 3",3,219.7
"R",2014-08-31,"BARBACOAS","Especial",0,229.958
"R",2014-08-31,"POLICARPA","Residencial 1",1,251.336
"U",2014-08-31,"POLICARPA","Residencial 3",3,310.05
"U",2014-08-31,"LEIVA","Residencial 1",1,324.843
"U",2014-08-31,"CUMBITARA","Oficial",0,408.226
"R",2014-08-31,"CUMBITARA","Especial",0,450.856
"R",2014-08-31,"CUMBITARA","Oficial",0,459.41
"R",2014-08-31,"BARBACOAS","Comercial",0,460.343
"U",2014-08-31,"CUMBITARA","Especial",0,502.271
"U",2014-08-31,"BARBACOAS","Especial",0,508.602
"R",2014-08-31,"CUMBITARA","Residencial 2",2,529.321
"R",2014-08-31,"LEIVA","Residencial 1",1,588.137
"R",2014-08-31,"BARBACOAS","Residencial 2",2,589.224
"U",2014-08-31,"CUMBITARA","Comercial",0,619.412
"U",2014-08-31,"MAGUI","Especial",0,813.196
"R",2014-08-31,"LEIVA","Residencial 2",2,848.011
"U",2014-08-31,"MAGUI","Oficial",0,1072.447
"R",2014-08-31,"POLICARPA","Comercial",0,1180.54
"R",2014-08-31,"POLICARPA","Residencial 2",2,1266.776
"U",2014-08-31,"BARBACOAS","Industrial",0,1373.984
"R",2014-08-31,"CUMBITARA","Comercial",0,1607.269
"U",2014-08-31,"POLICARPA","Comercial",0,1937.075
"U",2014-08-31,"POLICARPA","Oficial",0,1948.887
"U",2014-08-31,"LEIVA","Comercial",0,2120.03
"R",2014-08-31,"BARBACOAS","Oficial",0,2131.908
"R",2014-08-31,"EL ROSARIO","Residencial 2",2,3205.386
"U",2014-08-31,"EL ROSARIO","Oficial",0,3269.654
"R",2014-08-31,"EL ROSARIO","Especial",0,3319.686
"U",2014-08-31,"LEIVA","Oficial",0,3457.016
"R",2014-08-31,"LEIVA","Especial",0,3699.302
"U",2014-08-31,"POLICARPA","Especial",0,4206.407
"U",2014-08-31,"ROBERTO PAYAN","Oficial",0,4382.607
"U",2014-08-31,"EL ROSARIO","Comercial",0,4474.686
"R",2014-08-31,"POLICARPA","Especial",0,4621.305
"U",2014-08-31,"LEIVA","Especial",0,5067.212
"R",2014-08-31,"ROBERTO PAYAN","Residencial 1",1,5398.316
"U",2014-08-31,"CUMBITARA","Residencial 2",2,5479.512
"U",2014-08-31,"LEIVA","Residencial 2",2,6150.369
"U",2014-08-31,"POLICARPA","Residencial 2",2,6654.423
"U",2014-08-31,"CUMBITARA","Residencial 1",1,7486.697
"U",2014-08-31,"EL ROSARIO","Especial",0,10714.905
"U",2014-08-31,"BARBACOAS","Oficial",0,12007.347
"R",2014-08-31,"ROBERTO PAYAN","Residencial Sub",1,13307.919
"U",2014-08-31,"EL ROSARIO","Residencial 2",2,18052.711
"R",2014-08-31,"CUMBITARA","Residencial 1",1,18432.33
"U",2014-08-31,"BARBACOAS","Residencial 2",2,20204.475
"U",2014-08-31,"BARBACOAS","Comercial",0,24221.552
"U",2014-08-31,"MAGUI","Residencial 1",1,25281.089
"U",2014-08-31,"ROBERTO PAYAN","Residencial 1",1,28530.326
"U",2014-08-31,"MAGUI","Residencial Sub",1,31728.227
"R",2014-08-31,"MAGUI","Residencial Sub",1,32553.477
"U",2014-08-31,"ROBERTO PAYAN","Residencial Sub",1,42440.251
"U",2014-08-31,"EL ROSARIO","Residencial 1",1,55196.387
"R",2014-08-31,"LEIVA","Residencial 1",1,70101.577
"R",2014-08-31,"BARBACOAS","Residencial 1",1,71626.628
"U",2014-08-31,"POLICARPA","Residencial 1",1,73944.138
"U",2014-08-31,"LEIVA","Residencial 1",1,120109.02
"R",2014-08-31,"EL ROSARIO","Residencial 1",1,124667.76
"R",2014-08-31,"POLICARPA","Residencial 1",1,136247.62
"U",2014-08-31,"BARBACOAS","Residencial 1",1,155849.18
"U",2014-09-30,"CUMBITARA","Residencial 3",3,52.285
"R",2014-09-30,"CUMBITARA","Residencial 1",1,61.989
"R",2014-09-30,"EL ROSARIO","Residencial 1",1,89.637
"R",2014-09-30,"POLICARPA","Oficial",0,158.162
"R",2014-09-30,"LEIVA","Residencial 1",1,179.16
"U",2014-09-30,"MAGUI","Comercial",0,215.654
"R",2014-09-30,"MAGUI","Oficial",0,254.155
"R",2014-09-30,"BARBACOAS","Especial",0,278.95
"U",2014-09-30,"LEIVA","Residencial 1",1,282.521
"U",2014-09-30,"BARBACOAS","Especial",0,316.793
"U",2014-09-30,"BARBACOAS","Residencial 3",3,321.592
"U",2014-09-30,"POLICARPA","Residencial 3",3,390.564
"U",2014-09-30,"CUMBITARA","Oficial",0,412.519
"R",2014-09-30,"POLICARPA","Residencial 1",1,428.76
"U",2014-09-30,"CUMBITARA","Comercial",0,525.064
"R",2014-09-30,"CUMBITARA","Oficial",0,529.496
"R",2014-09-30,"CUMBITARA","Especial",0,561.399
"U",2014-09-30,"CUMBITARA","Especial",0,599.062
"R",2014-09-30,"CUMBITARA","Residencial 2",2,606.595
"R",2014-09-30,"BARBACOAS","Comercial",0,662.769
"R",2014-09-30,"BARBACOAS","Residencial 2",2,664.786
"R",2014-09-30,"POLICARPA","Comercial",0,760.148
"U",2014-09-30,"MAGUI","Especial",0,812.848
"R",2014-09-30,"LEIVA","Residencial 2",2,1068.066
"U",2014-09-30,"MAGUI","Oficial",0,1071.988
"U",2014-09-30,"BARBACOAS","Industrial",0,1310.394
"R",2014-09-30,"POLICARPA","Residencial 2",2,1688.14
"U",2014-09-30,"POLICARPA","Comercial",0,1770.448
"U",2014-09-30,"POLICARPA","Oficial",0,1867.282
"U",2014-09-30,"LEIVA","Comercial",0,1881.173
"R",2014-09-30,"BARBACOAS","Oficial",0,2538.438
"R",2014-09-30,"LEIVA","Especial",0,2570.248
"R",2014-09-30,"CUMBITARA","Comercial",0,2821.704
"U",2014-09-30,"LEIVA","Oficial",0,2838.986
"U",2014-09-30,"EL ROSARIO","Oficial",0,3024.277
"R",2014-09-30,"EL ROSARIO","Residencial 2",2,3125.608
"U",2014-09-30,"POLICARPA","Especial",0,3359.017
"R",2014-09-30,"EL ROSARIO","Especial",0,3721.887
"U",2014-09-30,"EL ROSARIO","Comercial",0,4158.381
"U",2014-09-30,"ROBERTO PAYAN","Oficial",0,5026.726
"U",2014-09-30,"LEIVA","Residencial 2",2,5524.081
"U",2014-09-30,"LEIVA","Especial",0,5550.77
"U",2014-09-30,"CUMBITARA","Residencial 2",2,5621.086
"R",2014-09-30,"POLICARPA","Especial",0,5621.66
"R",2014-09-30,"ROBERTO PAYAN","Residencial 1",1,6568.213
"U",2014-09-30,"POLICARPA","Residencial 2",2,6603.005
"U",2014-09-30,"CUMBITARA","Residencial 1",1,7866.455
"U",2014-09-30,"EL ROSARIO","Especial",0,10099.916
"U",2014-09-30,"BARBACOAS","Oficial",0,12781.783
"U",2014-09-30,"EL ROSARIO","Residencial 2",2,17107.697
"R",2014-09-30,"ROBERTO PAYAN","Residencial Sub",1,19667.917
"R",2014-09-30,"CUMBITARA","Residencial 1",1,20268.163
"U",2014-09-30,"MAGUI","Residencial 1",1,25061.185
"U",2014-09-30,"BARBACOAS","Residencial 2",2,26805.182
"U",2014-09-30,"ROBERTO PAYAN","Residencial 1",1,30322.697
"U",2014-09-30,"BARBACOAS","Comercial",0,32721.29
"U",2014-09-30,"MAGUI","Residencial Sub",1,35558.925
"R",2014-09-30,"MAGUI","Residencial Sub",1,35920.595
"U",2014-09-30,"ROBERTO PAYAN","Residencial Sub",1,44042.884
"U",2014-09-30,"EL ROSARIO","Residencial 1",1,56551.593
"R",2014-09-30,"LEIVA","Residencial 1",1,75889.49
"U",2014-09-30,"POLICARPA","Residencial 1",1,80325.656
"R",2014-09-30,"BARBACOAS","Residencial 1",1,86497.79
"U",2014-09-30,"LEIVA","Residencial 1",1,110951.64
"R",2014-09-30,"EL ROSARIO","Residencial 1",1,118963.41
"R",2014-09-30,"POLICARPA","Residencial 1",1,152268.47
"U",2014-09-30,"BARBACOAS","Residencial 1",1,205491.16
"R",2014-10-31,"CUMBITARA","Residencial 1",1,10.478
"R",2014-10-31,"POLICARPA","Residencial 1",1,34.077
"U",2014-10-31,"BARBACOAS","Especial",0,43.501
"U",2014-10-31,"CUMBITARA","Residencial 3",3,54.8
"U",2014-10-31,"POLICARPA","Residencial 1",1,60.409
"R",2014-10-31,"POLICARPA","Oficial",0,190.521
"R",2014-10-31,"LEIVA","Comercial",0,231.606
"U",2014-10-31,"MAGUI","Comercial",0,252.359
"R",2014-10-31,"MAGUI","Oficial",0,281.822
"U",2014-10-31,"BARBACOAS","Residencial 3",3,306.183
"R",2014-10-31,"BARBACOAS","Especial",0,339.11
"U",2014-10-31,"POLICARPA","Residencial 3",3,377.944
"U",2014-10-31,"CUMBITARA","Oficial",0,470.841
"U",2014-10-31,"CUMBITARA","Comercial",0,474.961
"R",2014-10-31,"CUMBITARA","Especial",0,528.708
"R",2014-10-31,"CUMBITARA","Oficial",0,580.44
"R",2014-10-31,"CUMBITARA","Residencial 2",2,625.157
"U",2014-10-31,"CUMBITARA","Especial",0,633.048
"R",2014-10-31,"BARBACOAS","Comercial",0,660.518
"R",2014-10-31,"BARBACOAS","Residencial 2",2,748.727
"U",2014-10-31,"MAGUI","Especial",0,880.054
"U",2014-10-31,"BARBACOAS","Industrial",0,939.378
"U",2014-10-31,"MAGUI","Oficial",0,1121.55
"R",2014-10-31,"LEIVA","Residencial 2",2,1191.597
"R",2014-10-31,"POLICARPA","Comercial",0,1440.524
"R",2014-10-31,"POLICARPA","Residencial 2",2,1459.424
"U",2014-10-31,"LEIVA","Comercial",0,1889.774
"U",2014-10-31,"POLICARPA","Comercial",0,1912.955
"U",2014-10-31,"POLICARPA","Oficial",0,1950.13
"R",2014-10-31,"EL ROSARIO","Residencial 2",2,2659.291
"R",2014-10-31,"CUMBITARA","Comercial",0,2661.693
"U",2014-10-31,"POLICARPA","Especial",0,2998.769
"U",2014-10-31,"LEIVA","Oficial",0,3007.526
"U",2014-10-31,"EL ROSARIO","Oficial",0,3136.895
"R",2014-10-31,"LEIVA","Especial",0,3192.143
"R",2014-10-31,"EL ROSARIO","Especial",0,3701.488
"U",2014-10-31,"EL ROSARIO","Comercial",0,3908.702
"U",2014-10-31,"ROBERTO PAYAN","Oficial",0,4600.093
"R",2014-10-31,"BARBACOAS","Oficial",0,4991.446
"R",2014-10-31,"ROBERTO PAYAN","Residencial 1",1,5388.406
"R",2014-10-31,"POLICARPA","Especial",0,5687.223
"U",2014-10-31,"LEIVA","Residencial 2",2,5880.789
"U",2014-10-31,"CUMBITARA","Residencial 2",2,5984.086
"U",2014-10-31,"POLICARPA","Residencial 2",2,6090.511
"U",2014-10-31,"LEIVA","Especial",0,6258.072
"U",2014-10-31,"CUMBITARA","Residencial 1",1,8673.027
"U",2014-10-31,"EL ROSARIO","Especial",0,9925.274
"U",2014-10-31,"BARBACOAS","Oficial",0,12888.261
"U",2014-10-31,"EL ROSARIO","Residencial 2",2,15776.177
"R",2014-10-31,"ROBERTO PAYAN","Residencial Sub",1,17390.44
"R",2014-10-31,"CUMBITARA","Residencial 1",1,19593.011
"U",2014-10-31,"MAGUI","Residencial 1",1,24607.149
"U",2014-10-31,"BARBACOAS","Residencial 2",2,26511.479
"U",2014-10-31,"ROBERTO PAYAN","Residencial 1",1,29880.11
"U",2014-10-31,"BARBACOAS","Comercial",0,31185.698
"U",2014-10-31,"MAGUI","Residencial Sub",1,33404.946
"R",2014-10-31,"MAGUI","Residencial Sub",1,37582.233
"U",2014-10-31,"ROBERTO PAYAN","Residencial Sub",1,41704.058
"U",2014-10-31,"EL ROSARIO","Residencial 1",1,53155.52
"R",2014-10-31,"LEIVA","Residencial 1",1,71623.085
"U",2014-10-31,"POLICARPA","Residencial 1",1,78504.279
"R",2014-10-31,"BARBACOAS","Residencial 1",1,95619.345
"U",2014-10-31,"LEIVA","Residencial 1",1,112148.65
"R",2014-10-31,"EL ROSARIO","Residencial 1",1,124183.2
"R",2014-10-31,"POLICARPA","Residencial 1",1,140269.12
"U",2014-10-31,"BARBACOAS","Residencial 1",1,197003.04
"R",2014-11-30,"CUMBITARA","Residencial 1",1,10.15
"U",2014-11-30,"BARBACOAS","Especial",0,49.249
"U",2014-11-30,"CUMBITARA","Residencial 3",3,58.873
"U",2014-11-30,"POLICARPA","Residencial 1",1,63.278
"R",2014-11-30,"POLICARPA","Residencial 1",1,77.516
"R",2014-11-30,"POLICARPA","Oficial",0,181.925
"R",2014-11-30,"BARBACOAS","Especial",0,223.95
"R",2014-11-30,"MAGUI","Oficial",0,272.637
"U",2014-11-30,"MAGUI","Comercial",0,293.705
"U",2014-11-30,"BARBACOAS","Residencial 3",3,312.937
"U",2014-11-30,"POLICARPA","Residencial 3",3,425.545
"R",2014-11-30,"LEIVA","Residencial 1",1,456.741
"U",2014-11-30,"CUMBITARA","Oficial",0,507.523
"R",2014-11-30,"CUMBITARA","Especial",0,562.841
"R",2014-11-30,"CUMBITARA","Oficial",0,593.294
"U",2014-11-30,"CUMBITARA","Comercial",0,661.099
"R",2014-11-30,"CUMBITARA","Residencial 2",2,664.348
"U",2014-11-30,"CUMBITARA","Especial",0,679.066
"R",2014-11-30,"BARBACOAS","Residencial 2",2,781.831
"R",2014-11-30,"BARBACOAS","Comercial",0,812.077
"U",2014-11-30,"MAGUI","Especial",0,851.372
"R",2014-11-30,"LEIVA","Comercial",0,1077.744
"U",2014-11-30,"BARBACOAS","Industrial",0,1088.641
"U",2014-11-30,"MAGUI","Oficial",0,1121.159
"R",2014-11-30,"LEIVA","Residencial 2",2,1307.888
"R",2014-11-30,"POLICARPA","Comercial",0,1437.609
"R",2014-11-30,"POLICARPA","Residencial 2",2,1632.575
"U",2014-11-30,"POLICARPA","Comercial",0,1816.082
"U",2014-11-30,"LEIVA","Comercial",0,1891.628
"R",2014-11-30,"EL ROSARIO","Residencial 2",2,2048.304
"R",2014-11-30,"CUMBITARA","Comercial",0,2055.973
"U",2014-11-30,"POLICARPA","Oficial",0,2058.12
"R",2014-11-30,"LEIVA","Especial",0,2534.556
"U",2014-11-30,"POLICARPA","Especial",0,2826.95
"U",2014-11-30,"ROBERTO PAYAN","Oficial",0,3394.59
"U",2014-11-30,"LEIVA","Oficial",0,3445.064
"U",2014-11-30,"EL ROSARIO","Oficial",0,3596.702
"R",2014-11-30,"BARBACOAS","Oficial",0,4107.295
"R",2014-11-30,"EL ROSARIO","Especial",0,4127.481
"U",2014-11-30,"EL ROSARIO","Comercial",0,4937.17
"R",2014-11-30,"POLICARPA","Especial",0,5262.471
"R",2014-11-30,"ROBERTO PAYAN","Residencial 1",1,6193.062
"U",2014-11-30,"CUMBITARA","Residencial 2",2,6467.942
"U",2014-11-30,"POLICARPA","Residencial 2",2,6478.093
"U",2014-11-30,"LEIVA","Residencial 2",2,6693.163
"U",2014-11-30,"LEIVA","Especial",0,6975.903
"U",2014-11-30,"CUMBITARA","Residencial 1",1,9870.92
"U",2014-11-30,"EL ROSARIO","Especial",0,13482.278
"U",2014-11-30,"BARBACOAS","Oficial",0,16432.582
"R",2014-11-30,"ROBERTO PAYAN","Residencial Sub",1,18988.327
"U",2014-11-30,"EL ROSARIO","Residencial 2",2,21348.354
"R",2014-11-30,"CUMBITARA","Residencial 1",1,22658.28
"U",2014-11-30,"MAGUI","Residencial 1",1,25805.261
"U",2014-11-30,"BARBACOAS","Residencial 2",2,28691.21
"U",2014-11-30,"ROBERTO PAYAN","Residencial 1",1,30080.647
"U",2014-11-30,"BARBACOAS","Comercial",0,34445.793
"U",2014-11-30,"MAGUI","Residencial Sub",1,36484.069
"R",2014-11-30,"MAGUI","Residencial Sub",1,40378.667
"U",2014-11-30,"ROBERTO PAYAN","Residencial Sub",1,48353.029
"U",2014-11-30,"EL ROSARIO","Residencial 1",1,67844.875
"R",2014-11-30,"LEIVA","Residencial 1",1,72886.87
"U",2014-11-30,"POLICARPA","Residencial 1",1,83850.507
"R",2014-11-30,"BARBACOAS","Residencial 1",1,101788.57
"R",2014-11-30,"EL ROSARIO","Residencial 1",1,119508.21
"U",2014-11-30,"LEIVA","Residencial 1",1,129449.84
"R",2014-11-30,"POLICARPA","Residencial 1",1,140486.81
"U",2014-11-30,"BARBACOAS","Residencial 1",1,227271.71
"R",2014-12-31,"CUMBITARA","Residencial 1",1,4.854
"U",2014-12-31,"BARBACOAS","Especial",0,5.233
"U",2014-12-31,"CUMBITARA","Residencial 3",3,22.114
"R",2014-12-31,"POLICARPA","Residencial 1",1,36.346
"U",2014-12-31,"POLICARPA","Residencial 1",1,41.394
"R",2014-12-31,"POLICARPA","Oficial",0,125.193
"U",2014-12-31,"CUMBITARA","Oficial",0,184.641
"R",2014-12-31,"CUMBITARA","Especial",0,203.162
"R",2014-12-31,"BARBACOAS","Especial",0,213.308
"U",2014-12-31,"POLICARPA","Residencial 3",3,253.414
"U",2014-12-31,"CUMBITARA","Especial",0,257.635
"R",2014-12-31,"CUMBITARA","Oficial",0,260.333
"R",2014-12-31,"CUMBITARA","Residencial 2",2,260.693
"R",2014-12-31,"MAGUI","Oficial",0,295.386
"R",2014-12-31,"LEIVA","Residencial 1",1,305.596
"U",2014-12-31,"MAGUI","Comercial",0,313.289
"U",2014-12-31,"CUMBITARA","Comercial",0,325.056
"U",2014-12-31,"BARBACOAS","Residencial 3",3,339.368
"R",2014-12-31,"LEIVA","Comercial",0,463.431
"R",2014-12-31,"BARBACOAS","Residencial 2",2,657.803
"R",2014-12-31,"BARBACOAS","Comercial",0,676.911
"U",2014-12-31,"MAGUI","Especial",0,878.487
"R",2014-12-31,"POLICARPA","Residencial 2",2,962.088
"R",2014-12-31,"POLICARPA","Comercial",0,1038.136
"U",2014-12-31,"BARBACOAS","Industrial",0,1088.92
"U",2014-12-31,"MAGUI","Oficial",0,1119.552
"U",2014-12-31,"POLICARPA","Comercial",0,1131.783
"R",2014-12-31,"CUMBITARA","Comercial",0,1196.197
"U",2014-12-31,"POLICARPA","Oficial",0,1210.533
"U",2014-12-31,"LEIVA","Comercial",0,1736.187
"U",2014-12-31,"POLICARPA","Especial",0,2060.524
"R",2014-12-31,"EL ROSARIO","Residencial 2",2,2205.742
"U",2014-12-31,"CUMBITARA","Residencial 2",2,2397.286
"R",2014-12-31,"LEIVA","Residencial 2",2,2440.417
"U",2014-12-31,"EL ROSARIO","Oficial",0,3007.212
"R",2014-12-31,"BARBACOAS","Oficial",0,3116.051
"U",2014-12-31,"LEIVA","Oficial",0,3254.09
"U",2014-12-31,"CUMBITARA","Residencial 1",1,3513.3
"U",2014-12-31,"POLICARPA","Residencial 2",2,3987.997
"R",2014-12-31,"POLICARPA","Especial",0,4076.31
"R",2014-12-31,"EL ROSARIO","Especial",0,4264.561
"U",2014-12-31,"EL ROSARIO","Comercial",0,4406.522
"R",2014-12-31,"ROBERTO PAYAN","Residencial 1",1,5150.038
"U",2014-12-31,"LEIVA","Especial",0,5622.959
"U",2014-12-31,"ROBERTO PAYAN","Oficial",0,5725.169
"U",2014-12-31,"LEIVA","Residencial 2",2,6531.69
"R",2014-12-31,"LEIVA","Especial",0,7099.22
"R",2014-12-31,"CUMBITARA","Residencial 1",1,8512.794
"U",2014-12-31,"EL ROSARIO","Especial",0,12192.593
"U",2014-12-31,"BARBACOAS","Oficial",0,13771.51
"R",2014-12-31,"ROBERTO PAYAN","Residencial Sub",1,15742.246
"U",2014-12-31,"EL ROSARIO","Residencial 2",2,18505.706
"U",2014-12-31,"BARBACOAS","Residencial 2",2,24540.536
"U",2014-12-31,"MAGUI","Residencial 1",1,28166.037
"U",2014-12-31,"ROBERTO PAYAN","Residencial 1",1,28323.569
"U",2014-12-31,"BARBACOAS","Comercial",0,29898.317
"U",2014-12-31,"MAGUI","Residencial Sub",1,35592.614
"R",2014-12-31,"MAGUI","Residencial Sub",1,39160.087
"U",2014-12-31,"ROBERTO PAYAN","Residencial Sub",1,43319.414
"U",2014-12-31,"POLICARPA","Residencial 1",1,51103.68
"U",2014-12-31,"EL ROSARIO","Residencial 1",1,61615.213
"R",2014-12-31,"LEIVA","Residencial 1",1,71562.235
"R",2014-12-31,"BARBACOAS","Residencial 1",1,75844.149
"R",2014-12-31,"POLICARPA","Residencial 1",1,97011.741
"U",2014-12-31,"LEIVA","Residencial 1",1,120309.48
"R",2014-12-31,"EL ROSARIO","Residencial 1",1,124453.78
"U",2014-12-31,"BARBACOAS","Residencial 1",1,197801.75
